stationcode,name,capacity,station_opening_hours,panne
12035,Madagascar - Meuniers,0,,True
33014,Parc Eli Lotar,0,,True
16042,Murat - Porte de Saint-Cloud,0,,True
3008,Perle - Vieille du Temple,0,,True
47003,Charentonneau - Maisons Alfort,0,,True
20104,Louis Lumière.,0,,True
12156,Niger - Soult,0,,True
9037,Parme - Clichy,0,,True
7021,Bosquet - Saint-Dominique,0,,True
14132,Bézout - Général Leclerc,0,,True
44001,Quai Jules Guesde - Saint-Simon,0,,True
10041,Gare du Nord - La Chapelle,0,,True
1025,Oratoire - Rivoli,0,,True
23101,Grande Rue - Europe,0,,True
17106,Berthier - Porte de Clichy,0,,True
48008,Guy Môquet - Parvis Georges Marchais,0,,True
32011,Stade de France - Francis de Pressensé,0,,True
19117,Euryale Dehaynin - Loire,0,,True
42205,Place Aristide Briand,0,,True
12039,Général Michel Bizot - Claude Decaen,7,,False
1201,Perrault - Place du Louvre,0,,True
21112,Claude Debussy - Marc Bloch,1,,False
5107,Pontoise - La Tournelle,0,,True
17010,Jonquière - Docteur Paul Brousse,0,,True
31202,Gabriel Péri - Jules Ferry,0,,True
8039,Colisée - Champs-Elysées,0,,True
31024,Romainville - Vaillant-Couturier,0,,True
17044,Porte de Saint-Ouen - Bessières,0,,True
9008,Tour d'Auvergne - Rodier,0,,True
15112,Vigée-Lebrun - Anselme Payen,0,,True
9001,Bellefond - Poissonnière,0,,True
8016,Square Louis XVI,0,,True
10029,Dunkerque - Rocroy,0,,True
19026,Place de Rhin et Danube,0,,True
31009,Place Du Général De Gaulle,0,,True
43008,Fontenay - Libération,0,,True
21312,Lucie Aubrac - Fort,0,,True
25003,Henri Ste-Claire Déville - Paul Héroult,0,,True
17105,Place Madeleine Daniélou,0,,True
20134,Lieutenant Chauré - Etienne Marey,0,,True
11035,Parmentier - Abel Rabaud,0,,True
22006,Pierret - Madrid,0,,True
92008,Hôtel de Ville de Nanterre,0,,True
12009,Charenton - Diderot,0,,True
42029,Stalingrad - Germaine Tailleferre,0,,True
17011,Fragonard - Porte de Clichy,0,,True
21109,Guichet - Jean Jaurès,0,,True
17018,Parc Monceau,0,,True
10005,Petites Ecuries - Faubourg Poissonnière,0,,True
5002,Sommerard - Saint-Jacques,0,,True
7004,Raspail - Varenne,0,,True
21111,Professeur René Leriche - Général Leclerc,0,,True
7006,Quai Voltaire,0,,True
7005,Raspail - Bac,0,,True
11010,Boulets - Faubourg Saint-Antoine,0,,True
22102,Mont Valérien - Michel Salles,0,,True
23304,Mairie de Sceaux,0,,True
15107,Palais des Sports,0,,True
17201,Porte Maillot - Perreire,0,,True
18138,Station Paris Basketball - Ney - Charles Hermite,0,,True
14006,Saint-Jacques - Tombe Issoire,0,,True
15063,Convention - Saint-Charles,0,,True
15020,Mairie du 15ème,0,,True
12120,Lac Daumesnil - Saint-Maurice,50,,False
20047,Cours de Vincennes - Davout,0,,True
9013,Mairie du 9ème,0,,True
7024,Rapp - Place du Général Gouraud,0,,True
15131,Charles Lecocq - Lecourbe,0,,True
10017,Gare de l'Est - Fidélité,0,,True
22013,Mairie de Neuilly sur Seine,0,,True
13048,Wurtz - Tolbiac,0,,True
20122,Vitruve - Davout,0,,True
42501,Raspail - Albert Schweitzer,0,,True
22303,Lucien Lanternier - Le Luth,0,,True
15022,Emile Zola - Fondary,0,,True
15071,Suffren - Champ de Mars,0,,True
12101,Charenton - Prague,0,,True
15127,Place Charles Michels,0,,True
6010,Chevreuse - Montparnasse,0,,True
45002,Roger Salengro - Général de Gaulle,0,,True
3010,Beaubourg - Michel-le-Comte,0,,True
16037,Molitor - Michel-Ange,0,,True
17019,Phalsbourg - Villiers,0,,True
19010,Emile Reynaud - Porte de la Villette,0,,True
15132,Bargue -  Dutot,0,,True
14103,Maine - Liancourt,0,,True
3006,Mairie du 3ème,4,,False
1014,Rivoli - Musée du Louvre,0,,True
33020,Waldeck Rochet - Germaine Tillon,0,,True
1018,Alger - Rivoli,0,,True
2008,Mairie du 2ème,0,,True
42018,Amédée Huon - Fort d'Ivry,0,,True
17021,Jouffroy d'Abbans - Villiers,0,,True
26012,Jardin Modèle - Pierre Boudou,0,,True
23202,Henri Barbusse - Gabriel Péri,0,,True
10202,Bichat - Grange aux Belles,0,,True
13028,Gouthière - Poterne des Peupliers,0,,True
16025,Jean de la Fontaine - Boulainvilliers,0,,True
31701,Mairie de Bagnolet,0,,True
8007,Rome - Provence,0,,True
12040,Porte de Charenton,0,,True
5031,Lacépède - Linné,0,,True
23106,Pavé des Gardes - Charles Vaillant,0,,True
9029,Saint-Lazare - Place d'Estienne d'Orves,0,,True
34009,Dora Maar - Nadia Guendouz,0,,True
41304,Port - Maurice Chevalier,0,,True
10025,Jemmapes - Ecluses Saint-Martin,0,,True
9035,Gare Saint-Lazare - Place de Budapest,0,,True
26009,Marceau Delorme - Pierre Brossolette,0,,True
13202,Place Farhat Hached,8,,False
11012,Montreuil - Voltaire,0,,True
12107,Diderot - Pierre Bourdan,0,,True
23801,Place de la Gare,0,,True
22504,Château - République,0,,True
31708,Noisy le Sec - Jean-Baptiste Clément,0,,True
17038,Grande Armée - Brunel,0,,True
32001,Proudhon - Président Wilson,0,,True
9020,Toudouze - Clauzel,0,,True
43002,Lagny - Victor Basch,0,,True
17048,De Toqueville - Terrasse,0,,True
26002,Redoute - Les Courtilles,0,,True
17030,Pereire - Rennequin,0,,True
46003,Conservatoire de Musique,0,,True
18046,Etienne Jodelle - Saint Ouen,0,,True
1020,Cambon - Rivoli,0,,True
11030,Oberkampf - République,0,,True
21008,Victor Hugo - Galliéni,0,,True
42302,Aristide Briand - Gare de Bagneux,0,,True
42301,Gare Arcueil - Cachan,0,,True
51004,Général Delambre - Prebuard,0,,True
8033,Commandant Rivière,0,,True
26001,Gare d'Asnières sur Seine,0,,True
21308,Bara - Henri Farman,0,,True
18032,Porte de Clignancourt.,0,,True
8051,Batignolles - Rome,0,,True
5121,Square René Viviani - Montebello,0,,True
20016,Pyrénées - Maraîchers,0,,True
16043,Place de Passy,0,,True
20116,Haies - Réunion,0,,True
9101,Cadet - La Fayette,0,,True
31704,Jeanne Hornet - Girardot,2,,False
10163,Gare du Nord - Demarquay,0,,True
7101,Raspail - Chomel,0,,True
1016,Thérèse - Opéra,0,,True
17033,Carnot - Général Lanrezac,0,,True
17104,Jardin Marguerite Long,0,,True
19030,Melun - Jean Jaurès,0,,True
35008,Place de l'Eglise - Pantin,0,,True
20117,Saint-Fargeau - Mortier,0,,True
32021,Place du Front Populaire - George Sand,0,,True
11103,Pelée - Alphonse Baudin,0,,True
11032,Jean-Pierre Timbaud - Vaucouleurs,0,,True
10018,Square Alban Satragne,0,,True
32301,Mairie de Romainville,0,,True
8549,George V - Christophe Colomb,0,,True
14101,Gare Montparnasse - Edgar Quinet,7,,False
8020,Batignolles - Beudant,0,,True
22501,Théâtre de La Garenne,0,,True
10105,Mazagran - Bonne Nouvelle,0,,True
21401,Mairie de Clamart,0,,True
23004,Paul Vaillant-Couturier - Victor Hugo,0,,True
12018,Saint-Mandé - Fabre d'Eglantine,0,,True
13009,Auguste Blanqui - Corvisart,0,,True
8027,Mairie du 8ème,0,,True
19110,Square Claude Bernard,0,,True
22401,Charles de Gaulle - Plateau de Vanves,0,,True
32013,Saint-Denis - Université,0,,True
26006,Bas - Gabriel Péri,0,,True
12163,Hippodrome Paris-Vincennes,0,,True
4009,Village Saint-Paul,0,,True
18014,Léon - Doudeauville,0,,True
20010,Sorbier - Gasnier-Guy,0,,True
6015,André Mazet - Saint-André des Arts,0,,True
8040,Pierre Charron - Champs-Elysées,0,,True
48001,Chastenet de Géry - Marcel Paul,0,,True
10003,Hauteville - Bonne Nouvelle,0,,True
14027,Gergovie - Alésia,0,,True
15044,Dantzig - Lefebvre,0,,True
6005,Montparnasse -  Square Ozanam,0,,True
11040,Temple - Jean-Pierre Timbaud,5,,False
48011,Epi d'Or - Chevilly,0,,True
22208,Stalingrad - Barbara,0,,True
22305,Jean Jaurès - Place du Dr Roux,0,,True
34012,Bateliers - Quai de Seine,0,,True
21514,Place de la Paix - Abbé Saint-Pierre,0,,True
18042,Place Pigalle,0,,True
15060,Place de la Montagne du Goulet,5,,False
11011,Richard Lenoir - Voltaire,0,,True
7025,Octave Gréard - Tour Eiffel,8,,False
13106,Bobillot - Paulin Mery,5,,False
10013,Alibert - Jemmapes,0,,True
15056,Place Balard,0,,True
